record_id,study_id,title_abstract_decision,full_text_decision,primary_reason,retrieval_status,decision_basis,evidence_url,reviewer,checked_at,notes
R0253,S-10.3791/59057,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.3791/59057,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0254,,exclude,not_assessed,protocol_or_planned_study_without_results,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/30828946/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0255,S-10.3390/s24020458,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11154386/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0256,S-10.3389/fpain.2024.1372814,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11004333/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0257,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/42496586/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0258,S-10.3390/s26103181,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC13210486/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0259,S-10.1016/j.dib.2025.111992,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC12410463/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0260,,exclude,not_assessed,clinical_management_review_without_signal_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42536272/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0261,S-10.1016/j.dib.2021.106796,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7887380/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0262,S-10.1002/pne2.12007,uncertain,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8974881/,single-pass AI-assisted review; author sign-off pending,2026-09-12,insufficient_population_or_experiment_information_in_record
R0263,S-10.2196/67969,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11811662/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0264,S-10.3389/fpain.2023.1150264,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10321707/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0265,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/32291588/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0266,S-10.1016/j.compbiomed.2020.104150,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7856028/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0267,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39470012/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0268,,exclude,not_assessed,face_detection_method_without_pain_target_evaluation,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38083549/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0269,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42534983/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0270,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38751011/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0271,S-10.1136/rapm-2024-105370,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12322467/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0272,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37436342/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0273,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/31637517/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0274,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40063194/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0275,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/25549368/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0276,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42268393/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0277,,exclude,not_assessed,no_biomedical_behavioral_neural_or_scs_signal,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42275267/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0278,S-10.2196/23920,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7889419/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0279,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/32615330/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0280,S-10.1002/pne2.70001,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11891568/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0281,,exclude,not_assessed,secondary_clinical_overview,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32047606/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0282,S-10.3390/biology14020210,uncertain,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11851851/,single-pass AI-assisted review; author sign-off pending,2026-09-12,insufficient_population_or_experiment_information_in_record
R0283,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/34891494/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0284,S-10.1038/s41746-023-00892-x,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427619/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0285,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41076564/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0286,S-10.3390/s24196298,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11478472/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0287,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/34665834/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0288,S-10.2196/25258,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8135033/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0289,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41540230/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0290,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41313209/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0291,S-10.1371/journal.pone.0232412,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7444520/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0292,S-10.1371/journal.pone.0140330,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC4608770/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0293,S-10.3390/diagnostics15182362,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12468818/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0294,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37284926/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0295,S-10.2196/25079,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8196363/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0296,S-10.1109/fg.2011.5771462,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1109/fg.2011.5771462,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0297,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41142570/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0298,S-10.1371/journal.pdig.0001442,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13210372/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0299,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40168574/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0300,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/26792251/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0301,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/38775675/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0302,S-10.1371/journal.pone.0354510,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13502692/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0303,S-10.3390/s22218087,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9654781/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0304,S-10.3390/s25072086,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11991361/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0305,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41336133/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0306,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41536646/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0307,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/37716244/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0308,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38322690/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0309,S-10.1002/ejp.70313,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13317760/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0310,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/38083793/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0311,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/40879389/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0312,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/34793655/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0313,S-10.1186/s12911-025-03305-z,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12822141/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0314,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/30178033/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0315,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://doi.org/10.1186/s13643-020-01542-z,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0316,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40127903/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0317,,exclude,not_assessed,protocol_or_planned_study_without_results,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32609091/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0318,S-10.1109/tbme.2017.2756870,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC5718188/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0319,S-10.1038/ncomms14211,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC5316889/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0320,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39286765/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0321,S-10.1016/j.dib.2026.112842,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13208079/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_scs_or_dataset_study
R0322,,include,exclude,synthetic_data_without_human_validation,retrieved_pmc,pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13218711/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0323,S-10.3390/s26103020,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC13211154/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0324,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40689618/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0325,,exclude,not_assessed,protocol_or_planned_study_without_results,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42244836/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0326,S-10.1109/tbme.2009.2039214,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC3103750/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0327,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/38097809/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0328,,exclude,not_assessed,device_outcome_study_without_signal_pattern_model,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37976486/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0329,,exclude,not_assessed,secondary_review,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42454002/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0330,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39917118/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0331,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41628204/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0332,,exclude,not_assessed,no_biomedical_behavioral_neural_or_scs_signal,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41779995/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0333,,exclude,not_assessed,scs_outcome_without_relevant_signal_or_prediction_task,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35551868/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0334,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35718398/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0335,,exclude,not_assessed,clinical_programming_overview,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32291559/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0336,,exclude,not_assessed,non_human_population,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35961888/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0337,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41448516/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0338,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/39993299/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0339,S-10.1093/neuros/nyaa003,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8184296/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0340,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/34425248/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0341,S-10.1038/s41597-025-04733-2,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC11985987/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0342,,exclude,not_assessed,no_pain_related_target,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38276326/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0343,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42677780/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0344,,exclude,not_assessed,secondary_review,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/35322975/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0345,,exclude,not_assessed,secondary_review,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40394275/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0346,S-10.1109/taffc.2015.2462830,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC6430129/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0347,S-10.1109/cybconf.2013.6617456,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1109/cybconf.2013.6617456,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0348,S-10.2196/41992,uncertain,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9972204/,single-pass AI-assisted review; author sign-off pending,2026-09-12,insufficient_population_or_experiment_information_in_record
R0349,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42478905/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0350,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41139722/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0351,S-10.1109/taffc.2024.3390837,include,include,included,checked_curated_source,curated_evidence_map_and_available_report,https://doi.org/10.1109/taffc.2024.3390837,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0352,S-10.3389/fnins.2021.673998,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC8320888/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0353,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/29869557/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0354,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41510853/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0355,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/32166849/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0356,,exclude,not_assessed,secondary_mechanistic_review,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41963979/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0357,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/41996452/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0358,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/38904643/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0359,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/33782057/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0360,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/32694387/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0361,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40247335/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0362,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/29076307/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0363,S-10.3390/diagnostics16091346,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13163485/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0364,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/40084580/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0365,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42076555/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0366,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/34206077/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0367,,exclude,not_assessed,usability_study_without_pain_model_evaluation,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/42422598/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0368,S-10.3389/fphys.2023.1294577,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC10730685/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0369,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://doi.org/10.1136/bmj-2022-073538,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0370,S-10.3390/s20030839,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7038688/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0371,S-10.1371/journal.pone.0307970,include,include,included,retrieved_pmc,pmc_full_text_and_curated_evidence_map,https://pmc.ncbi.nlm.nih.gov/articles/PMC11293669/,single-pass AI-assisted review; author sign-off pending,2026-09-12,previously_curated_eligible_primary_study
R0372,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/33338024/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0373,S-10.2196/13671,include,include,included,retrieved_pmc,title_abstract_and_pmc_full_text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6915456/,single-pass AI-assisted review; author sign-off pending,2026-09-12,potentially_eligible_primary_human_study
R0374,,include,uncertain,full_text_not_retrieved,not_retrieved,title_abstract_only,https://pubmed.ncbi.nlm.nih.gov/38083562/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0375,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/37237618/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0376,,exclude,not_assessed,secondary_review_commentary_or_guidance,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/36458955/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
R0377,,exclude,not_assessed,protocol_or_planned_study_without_results,not_sought,title_abstract,https://pubmed.ncbi.nlm.nih.gov/33408199/,single-pass AI-assisted review; author sign-off pending,2026-09-12,Author verification required before submission
