record_id,source,stream,pmid,doi,title,year,url,dedup_basis
R0228,previous evidence map,seed_evidence_map,34201268,10.3390/s21123956,"Kong Y., Posada-Quintero H. F., Chon K. H. Real-Time High-Level Acute Pain Detection Using a Smartphone and a Wrist-Worn Electrodermal Activity Sensor",,https://doi.org/10.3390/s21123956,DOI -> PMID -> normalized title
R0229,PubMed,scs,35467563,10.1227/neu.0000000000002017,Letter: Development of Machine Learning-Based Models to Predict Treatment Response to Spinal Cord Stimulation.,2022,https://pubmed.ncbi.nlm.nih.gov/35467563/,DOI -> PMID -> normalized title
R0230,PubMed; previous evidence map,scs; seed_evidence_map,31870766,10.1016/s1474-4422(19)30414-4,"Long-term safety and efficacy of closed-loop spinal cord stimulation to treat chronic back and leg pain (Evoke): a double-blind, randomised, controlled trial.",2020,https://pubmed.ncbi.nlm.nih.gov/31870766/,DOI -> PMID -> normalized title
R0231,previous evidence map,seed_evidence_map,NR,10.1109/embc.2018.8513575,"Lopez-Martinez D., Picard R. Continuous Pain Intensity Estimation from Autonomic Signals with Recurrent Neural Networks",,https://pubmed.ncbi.nlm.nih.gov/30441611/,DOI -> PMID -> normalized title
R0232,PubMed; 2026 evidence-map update,2026_update; pain_ml,42029549,10.1155/prm/5131891,Machine Learning and ECG-Derived Biomarkers for Objective Pain Assessment: An Explainable AI Approach Toward Precision Pain Management.,2026,https://pubmed.ncbi.nlm.nih.gov/42029549/,DOI -> PMID -> normalized title
R0233,PubMed,pain_ml,30540621,10.1097/j.pain.0000000000001417,Machine learning-based prediction of clinical pain using multimodal neuroimaging and autonomic metrics.,2019,https://pubmed.ncbi.nlm.nih.gov/30540621/,DOI -> PMID -> normalized title
R0234,PubMed,pain_ml,40969592,10.1097/pr9.0000000000001332,Machine learning classification of EEG responses to pain-related vs non-pain-related stimulus in preterm infants.,2025,https://pubmed.ncbi.nlm.nih.gov/40969592/,DOI -> PMID -> normalized title
R0235,PubMed,scs,39523286,10.1007/978-3-031-64892-2_31,Machine Learning in Pain Neuromodulation.,2024,https://pubmed.ncbi.nlm.nih.gov/39523286/,DOI -> PMID -> normalized title
R0236,PubMed,scs,37219574,10.1227/ons.0000000000000774,Machine Learning in Spinal Cord Stimulation for Chronic Pain.,2023,https://pubmed.ncbi.nlm.nih.gov/37219574/,DOI -> PMID -> normalized title
R0237,PubMed,pain_ml,30544420,10.1097/md.0000000000013421,Machine learning methods for automatic pain assessment using facial expression information: Protocol for a systematic review and meta-analysis.,2018,https://pubmed.ncbi.nlm.nih.gov/30544420/,DOI -> PMID -> normalized title
R0238,PubMed,pain_ml,41173924,10.1038/s41598-025-21987-3,Machine learning methods on BioVid heat pain database for pain intensity estimation.,2025,https://pubmed.ncbi.nlm.nih.gov/41173924/,DOI -> PMID -> normalized title
R0239,PubMed,pain_ml,38176698,10.4097/kja.23583,Machine learning model of facial expression outperforms models using analgesia nociception index and vital signs to predict postoperative pain intensity: a pilot study.,2024,https://pubmed.ncbi.nlm.nih.gov/38176698/,DOI -> PMID -> normalized title
R0240,PubMed; previous evidence map,scs; seed_evidence_map,40102462,10.1038/s41598-025-92111-8,Machine learning predicts spinal cord stimulation surgery outcomes and reveals novel neural markers for chronic pain.,2025,https://pubmed.ncbi.nlm.nih.gov/40102462/,DOI -> PMID -> normalized title
R0241,PubMed,scs,35384918,10.1227/neu.0000000000001969,Machine Learning to Predict Successful Opioid Dose Reduction or Stabilization After Spinal Cord Stimulation.,2022,https://pubmed.ncbi.nlm.nih.gov/35384918/,DOI -> PMID -> normalized title
R0242,PubMed,scs,39254621,10.1016/j.neurom.2024.07.003,Maximal Analgesic Effect Attained by the Use of Objective Neurophysiological Measurements With Closed-Loop Spinal Cord Stimulation.,2024,https://pubmed.ncbi.nlm.nih.gov/39254621/,DOI -> PMID -> normalized title
R0243,previous evidence map,seed_evidence_map,NR,10.1109/tnsre.2023.3335100,"Measures of Dosage for Spinal-Cord Electrical Stimulation: Review and Proposal / P. S. Single, J. B. Scott, D. Mugan [et al.]",,https://doi.org/10.1109/TNSRE.2023.3335100,DOI -> PMID -> normalized title
R0244,PubMed,scs,32403963,10.1080/00325481.2020.1769393,Mechanisms and mode of action of spinal cord stimulation in chronic neuropathic pain.,2020,https://pubmed.ncbi.nlm.nih.gov/32403963/,DOI -> PMID -> normalized title
R0245,previous evidence map,seed_evidence_map,NR,10.1109/jstsp.2016.2535962,"Methods for Person-Centered Continuous Pain Intensity Assessment From Bio-Physiological Channels / M. Kächele, P. Thiam, M. Amirian [et al.]",,https://ieeexplore.ieee.org/document/7421991/,DOI -> PMID -> normalized title
R0246,PubMed,pain_ml,40766435,10.1101/2025.07.29.667254,Modeling Withdrawal States in Opioid-Dependent Mice with Machine Learning.,2025,https://pubmed.ncbi.nlm.nih.gov/40766435/,DOI -> PMID -> normalized title
R0247,PubMed,scs,38220575,10.1093/cercor/bhad504,Modulations in high-density EEG during the suppression of phantom-limb pain with neurostimulation in upper limb amputees.,2024,https://pubmed.ncbi.nlm.nih.gov/38220575/,DOI -> PMID -> normalized title
R0248,PubMed,scs,42653377,10.3390/ijms27167373,"Molecular and Cellular Mechanisms of Spinal Cord Stimulation: Linking Dorsal Horn Circuits, Glia, and ECAP-Guided Therapy.",2026,https://pubmed.ncbi.nlm.nih.gov/42653377/,DOI -> PMID -> normalized title
R0249,previous evidence map,seed_evidence_map,39316050,10.1073/pnas.2319316121,"Monitoring Surgical Nociception Using Multisensor Physiological Models / S. Subramanian, B. Tseng, M. del Carmen [et al.]",,https://doi.org/10.1073/pnas.2319316121,DOI -> PMID -> normalized title
R0250,PubMed,pain_ml,42533023,10.1038/s41598-026-54248-y,MSAFNet: A multi-scale attention fusion network for automated neonatal pain facial expression recognition with clinical validation.,2026,https://pubmed.ncbi.nlm.nih.gov/42533023/,DOI -> PMID -> normalized title
R0251,PubMed,pain_ml,36085748,10.1109/embc48229.2022.9871228,Multi-level Pain Quantification using a Smartphone and Electrodermal Activity.,2022,https://pubmed.ncbi.nlm.nih.gov/36085748/,DOI -> PMID -> normalized title
R0252,PubMed,pain_ml,34539444,10.3389/fphys.2021.720464,Multi-Modal Pain Intensity Assessment Based on Physiological Signals: A Deep Learning Perspective.,2021,https://pubmed.ncbi.nlm.nih.gov/34539444/,DOI -> PMID -> normalized title
R0253,previous evidence map,seed_evidence_map,NR,10.3791/59057,"Multi-Modal Signals for Analyzing Pain Responses to Thermal and Electrical Stimuli / S. Gruss, M. Geiger, P. Werner [et al.]",,https://doi.org/10.3791/59057,DOI -> PMID -> normalized title
R0254,PubMed,scs,30828946,10.1111/ner.12932,"Multicenter, Randomized, Double-Blind Study Protocol Using Human Spinal Cord Recording Comparing Safety, Efficacy, and Neurophysiological Responses Between Patients Being Treated With Evoked Compound Action Potential-Controlled Closed-Loop Spinal Cord Stimulation or Open-Loop Spinal Cord Stimulation (the Evoke Study).",2019,https://pubmed.ncbi.nlm.nih.gov/30828946/,DOI -> PMID -> normalized title
R0255,PubMed,pain_ml,38257551,10.3390/s24020458,Multilevel Pain Assessment with Functional Near-Infrared Spectroscopy: Evaluating ΔHBO2 and ΔHHB Measures for Comprehensive Analysis.,2024,https://pubmed.ncbi.nlm.nih.gov/38257551/,DOI -> PMID -> normalized title
R0256,PubMed,pain_ml,38601923,10.3389/fpain.2024.1372814,Multimodal automatic assessment of acute pain through facial videos and heart rate signals utilizing transformer-based architectures.,2024,https://pubmed.ncbi.nlm.nih.gov/38601923/,DOI -> PMID -> normalized title
R0257,PubMed,pain_ml,42496586,10.1515/sjpain-2026-0015,Multimodal deep learning fusion for automatic pain detection in cancer patients.,2026,https://pubmed.ncbi.nlm.nih.gov/42496586/,DOI -> PMID -> normalized title
R0258,2026 evidence-map update,2026_update,42197989,10.3390/s26103181,Multimodal Detection of Pain and Anticipation Anxiety from Ultra-Short Duration Wearable Sensors Measurements,2026,https://pubmed.ncbi.nlm.nih.gov/42197989/,DOI -> PMID -> normalized title
R0259,previous evidence map,seed_evidence_map,40918059,10.1016/j.dib.2025.111992,"Multimodal Insights into Diverse Pain Experiences: PhysioPain Dataset / B. Toktay, İ. I. Orhan, E. Yıldırım [et al.]",,https://doi.org/10.1016/j.dib.2025.111992,DOI -> PMID -> normalized title
R0260,PubMed,pain_ml,42536272,10.1007/s11916-026-01539-8,Multimodal Management of Pain in Oral Squamous Cell Carcinoma: A Mechanism-Based Approach.,2026,https://pubmed.ncbi.nlm.nih.gov/42536272/,DOI -> PMID -> normalized title
R0261,PubMed,pain_ml,33644268,10.1016/j.dib.2021.106796,Multimodal neonatal procedural and postoperative pain assessment dataset.,2021,https://pubmed.ncbi.nlm.nih.gov/33644268/,DOI -> PMID -> normalized title
R0262,PubMed,pain_ml,35546868,10.1002/pne2.12007,Multimodal pain assessment improves discrimination between noxious and non-noxious stimuli in infants.,2019,https://pubmed.ncbi.nlm.nih.gov/35546868/,DOI -> PMID -> normalized title
R0263,PubMed,pain_ml,39869898,10.2196/67969,Multimodal Pain Recognition in Postoperative Patients: Machine Learning Approach.,2025,https://pubmed.ncbi.nlm.nih.gov/39869898/,DOI -> PMID -> normalized title
R0264,PubMed,pain_ml,37415829,10.3389/fpain.2023.1150264,Multimodal physiological sensing for the assessment of acute pain.,2023,https://pubmed.ncbi.nlm.nih.gov/37415829/,DOI -> PMID -> normalized title
R0265,PubMed,pain_ml,32291588,10.1007/s00482-020-00468-8,[Multimodal recognition of pain intensity and pain modality with machine learning].,2020,https://pubmed.ncbi.nlm.nih.gov/32291588/,DOI -> PMID -> normalized title
R0266,PubMed,pain_ml,33348218,10.1016/j.compbiomed.2020.104150,Multimodal spatio-temporal deep learning approach for neonatal postoperative pain assessment.,2021,https://pubmed.ncbi.nlm.nih.gov/33348218/,DOI -> PMID -> normalized title
R0267,PubMed,datasets,39470012,10.1021/acs.jnatprod.4c00439,Natural Products with Potential for the Treatment of Pain: Global Evidence from the NAPRALERT Database.,2024,https://pubmed.ncbi.nlm.nih.gov/39470012/,DOI -> PMID -> normalized title
R0268,PubMed,pain_ml,38083549,10.1109/embc40787.2023.10340960,Neonatal Face and Facial Landmark Detection from Video Recordings.,2023,https://pubmed.ncbi.nlm.nih.gov/38083549/,DOI -> PMID -> normalized title
R0269,PubMed,pain_ml,42534983,10.3389/fpain.2026.1820044,Neonatal pain assessment and non-pharmacological analgesia: an integrative literature review.,2026,https://pubmed.ncbi.nlm.nih.gov/42534983/,DOI -> PMID -> normalized title
R0270,PubMed,scs,38751011,10.1097/ajp.0000000000001223,Network Meta-analysis and Economic Evaluation of Neurostimulation Interventions for Chronic Nonsurgical Refractory Back Pain.,2024,https://pubmed.ncbi.nlm.nih.gov/38751011/,DOI -> PMID -> normalized title
R0271,PubMed,scs,38490687,10.1136/rapm-2024-105370,Neurophysiological outcomes that sustained clinically significant improvements over 3 years of physiologic ECAP-controlled closed-loop spinal cord stimulation for the treatment of chronic pain.,2025,https://pubmed.ncbi.nlm.nih.gov/38490687/,DOI -> PMID -> normalized title
R0272,PubMed,scs,37436342,10.1016/j.neurom.2023.05.003,Neurostimulation for Chronic Pain: A Systematic Review of High-Quality Randomized Controlled Trials With Long-Term Follow-Up.,2023,https://pubmed.ncbi.nlm.nih.gov/37436342/,DOI -> PMID -> normalized title
R0273,PubMed,scs,31637517,10.1007/s00702-019-02092-y,Neurostimulation methods in the treatment of chronic pain.,2020,https://pubmed.ncbi.nlm.nih.gov/31637517/,DOI -> PMID -> normalized title
R0274,PubMed,scs,40063194,10.1007/s11916-025-01374-3,Neurosurgical Interventions in Chronic Pain Management: A Review of Emerging Technologies and Accessibility.,2025,https://pubmed.ncbi.nlm.nih.gov/40063194/,DOI -> PMID -> normalized title
R0275,PubMed,scs,25549368,NR,[New non-pharmacological treatment methods in heart failure].,2014,https://pubmed.ncbi.nlm.nih.gov/25549368/,DOI -> PMID -> normalized title
R0276,PubMed,scs,42268393,10.1007/s00482-026-00951-8,[New paradigms in spinal cord stimulation (SCS): technology and clinical evidence].,2026,https://pubmed.ncbi.nlm.nih.gov/42268393/,DOI -> PMID -> normalized title
R0277,PubMed,datasets,42275267,10.1159/000552993,No Association of Complex Regional Pain Syndrome and Other Neurological Disorders with Human Papillomavirus Vaccination in a Large-Scale Real-World Database.,2026,https://pubmed.ncbi.nlm.nih.gov/42275267/,DOI -> PMID -> normalized title
R0278,PubMed,pain_ml,33533723,10.2196/23920,Novel Analgesic Index for Postoperative Pain Assessment Based on a Photoplethysmographic Spectrogram and Convolutional Neural Network: Observational Study.,2021,https://pubmed.ncbi.nlm.nih.gov/33533723/,DOI -> PMID -> normalized title
R0279,PubMed,pain_ml,32615330,10.1016/j.jmig.2020.06.011,Novel Technology to Capture Objective Data from Patients' Recovery from Laparoscopic Endometriosis Surgery.,2021,https://pubmed.ncbi.nlm.nih.gov/32615330/,DOI -> PMID -> normalized title
R0280,PubMed,pain_ml,40066435,10.1002/pne2.70001,Objective Detection of Newborn Infant Acute Procedural Pain Using EEG and Machine Learning Algorithms.,2025,https://pubmed.ncbi.nlm.nih.gov/40066435/,DOI -> PMID -> normalized title
R0281,PubMed,pain_ml,32047606,10.12688/f1000research.20441.1,Objective Pain Assessment: a Key for the Management of Chronic Pain.,2020,https://pubmed.ncbi.nlm.nih.gov/32047606/,DOI -> PMID -> normalized title
R0282,PubMed,pain_ml,40001978,10.3390/biology14020210,Objective Pain Assessment Using Deep Learning Through EEG-Based Brain-Computer Interfaces.,2025,https://pubmed.ncbi.nlm.nih.gov/40001978/,DOI -> PMID -> normalized title
R0283,PubMed,pain_ml,34891494,10.1109/embc46164.2021.9630002,Objective Pain Assessment Using Wrist-based PPG Signals: A Respiratory Rate Based Method.,2021,https://pubmed.ncbi.nlm.nih.gov/34891494/,DOI -> PMID -> normalized title
R0284,previous evidence map,seed_evidence_map,37582839,10.1038/s41746-023-00892-x,"Objective wearable measures correlate with self-reported chronic pain levels in people with spinal cord stimulation systems / D. G. Patterson, D. Wilson, M. A. Fishman [et al.]",,https://pubmed.ncbi.nlm.nih.gov/37582839/,DOI -> PMID -> normalized title
R0285,PubMed,scs,41076564,10.1097/wco.0000000000001433,Overlapping mechanisms of epidural spinal cord stimulation for pain control and movement recovery.,2025,https://pubmed.ncbi.nlm.nih.gov/41076564/,DOI -> PMID -> normalized title
R0286,PubMed,pain_ml,39409338,10.3390/s24196298,Pain Assessment for Patients with Dementia and Communication Impairment: Feasibility Study of the Usage of Artificial Intelligence-Enabled Wearables.,2024,https://pubmed.ncbi.nlm.nih.gov/39409338/,DOI -> PMID -> normalized title
R0287,PubMed,pain_ml,34665834,10.1371/journal.pone.0258672,Pain assessment in horses using automatic facial expression recognition through deep learning-based modeling.,2021,https://pubmed.ncbi.nlm.nih.gov/34665834/,DOI -> PMID -> normalized title
R0288,PubMed,pain_ml,33949957,10.2196/25258,Pain Assessment Tool With Electrodermal Activity for Postoperative Patients: Method Validation Study.,2021,https://pubmed.ncbi.nlm.nih.gov/33949957/,DOI -> PMID -> normalized title
R0289,PubMed; previous evidence map,pain_ml; seed_evidence_map,41540230,10.1038/s41746-025-02241-6,Pain assessment using physiological responses/markers in different types of pain: a scoping review.,2026,https://pubmed.ncbi.nlm.nih.gov/41540230/,DOI -> PMID -> normalized title
R0290,PubMed,pain_ml,41313209,10.2196/75671,Pain Cues in People With Dementia: Scoping Review.,2025,https://pubmed.ncbi.nlm.nih.gov/41313209/,DOI -> PMID -> normalized title
R0291,PubMed,pain_ml,32822348,10.1371/journal.pone.0232412,Pain intensity estimation based on a spatial transformation and attention CNN.,2020,https://pubmed.ncbi.nlm.nih.gov/32822348/,DOI -> PMID -> normalized title
R0292,PubMed; previous evidence map,pain_ml; seed_evidence_map,26474183,10.1371/journal.pone.0140330,Pain Intensity Recognition Rates via Biopotential Feature Patterns with Support Vector Machines.,2015,https://pubmed.ncbi.nlm.nih.gov/26474183/,DOI -> PMID -> normalized title
R0293,PubMed,pain_ml,41008735,10.3390/diagnostics15182362,Pain Level Classification from Speech Using GRU-Mixer Architecture with Log-Mel Spectrogram Features.,2025,https://pubmed.ncbi.nlm.nih.gov/41008735/,DOI -> PMID -> normalized title
R0294,PubMed,pain_ml,37284926,10.1007/s40122-023-00526-w,Pain Management in the Most Vulnerable Intellectual Disability: A Review.,2023,https://pubmed.ncbi.nlm.nih.gov/37284926/,DOI -> PMID -> normalized title
R0295,PubMed,pain_ml,34047710,10.2196/25079,Pain Recognition With Electrocardiographic Features in Postoperative Patients: Method Validation Study.,2021,https://pubmed.ncbi.nlm.nih.gov/34047710/,DOI -> PMID -> normalized title
R0296,previous evidence map,seed_evidence_map,NR,10.1109/fg.2011.5771462,"PAINFUL DATA: The UNBC-McMaster Shoulder Pain Expression Archive Database / P. Lucey, J. F. Cohn, K. M. Prkachin [et al.]",,https://doi.org/10.1109/FG.2011.5771462,DOI -> PMID -> normalized title
R0297,PubMed,pain_ml,41142570,10.3389/fvets.2025.1619794,PainSeeker: a head pose-invariant deep learning method for assessing rat's pain by facial expressions.,2025,https://pubmed.ncbi.nlm.nih.gov/41142570/,DOI -> PMID -> normalized title
R0298,PubMed,pain_ml,42189831,10.1371/journal.pdig.0001442,PANDIA: Personalized neuro-symbolic multimodal fusion for interpretable neonatal pain assessment.,2026,https://pubmed.ncbi.nlm.nih.gov/42189831/,DOI -> PMID -> normalized title
R0299,PubMed,scs,40168574,NR,Patient Experience with Open-Loop Spinal Cord Stimulation Devices Across Manufacturers and Waveforms: Results of a Double-Blind Survey.,2025,https://pubmed.ncbi.nlm.nih.gov/40168574/,DOI -> PMID -> normalized title
R0300,PubMed,scs,26792251,10.1111/ner.12377,Pedometry as an External Measure of Spinal Cord Stimulation Patient Outcomes.,2016,https://pubmed.ncbi.nlm.nih.gov/26792251/,DOI -> PMID -> normalized title
R0301,PubMed,pain_ml,38775675,10.1097/anc.0000000000001145,Performance Evaluation of a Supervised Machine Learning Pain Classification Model Developed by Neonatal Nurses.,2024,https://pubmed.ncbi.nlm.nih.gov/38775675/,DOI -> PMID -> normalized title
R0302,PubMed,pain_ml,42636251,10.1371/journal.pone.0354510,Personalized adaptive virtual reality experience driven by electroencephalography-based pain recognition.,2026,https://pubmed.ncbi.nlm.nih.gov/42636251/,DOI -> PMID -> normalized title
R0303,PubMed,pain_ml,36365785,10.3390/s22218087,Personalized Deep Bi-LSTM RNN Based Model for Pain Intensity Classification Using EDA Signal.,2022,https://pubmed.ncbi.nlm.nih.gov/36365785/,DOI -> PMID -> normalized title
R0304,PubMed,pain_ml,40218599,10.3390/s25072086,Physiological Sensor Modality Sensitivity Test for Pain Intensity Classification in Quantitative Sensory Testing.,2025,https://pubmed.ncbi.nlm.nih.gov/40218599/,DOI -> PMID -> normalized title
R0305,PubMed,scs,41336133,10.1109/embc58623.2025.11253087,PID Controlled Epidural Electrical Stimulation for Managing Orthostatic Hypotension in Individuals with Spinal Cord Injury.,2025,https://pubmed.ncbi.nlm.nih.gov/41336133/,DOI -> PMID -> normalized title
R0306,PubMed,pain_ml,41536646,10.1093/biomethods/bpaf093,Point-of-care electroencephalography for prediction of postoperative delirium in older adults undergoing elective surgery: protocol for a prospective cohort study.,2026,https://pubmed.ncbi.nlm.nih.gov/41536646/,DOI -> PMID -> normalized title
R0307,PubMed,pain_ml,37716244,10.1016/j.compbiomed.2023.107462,Pose-invariant and occlusion-robust neonatal facial pain assessment.,2023,https://pubmed.ncbi.nlm.nih.gov/37716244/,DOI -> PMID -> normalized title
R0308,PubMed,pain_ml,38322690,10.12998/wjcc.v12.i4.681,Postoperative accurate pain assessment of children and artificial intelligence: A medical hypothesis and planned study.,2024,https://pubmed.ncbi.nlm.nih.gov/38322690/,DOI -> PMID -> normalized title
R0309,PubMed,pain_ml,42377977,10.1002/ejp.70313,Predicting Pain: Electroencephalography Signatures of Neural Integration During Experimental Tonic Thermal Pain.,2026,https://pubmed.ncbi.nlm.nih.gov/42377977/,DOI -> PMID -> normalized title
R0310,PubMed,pain_ml,38083793,10.1109/embc40787.2023.10341072,Prediction model of postoperative pain exacerbation using an intravenous patient-controlled analgesia device and a wearable electrocardiogram sensor.,2023,https://pubmed.ncbi.nlm.nih.gov/38083793/,DOI -> PMID -> normalized title
R0311,PubMed,scs,40879389,10.1227/neu.0000000000003715,Prediction of Response to Spinal Cord Stimulation Using Machine Learning Based on Radiomics and Patient-Reported Outcomes.,2026,https://pubmed.ncbi.nlm.nih.gov/40879389/,DOI -> PMID -> normalized title
R0312,PubMed,scs,34793655,NR,Predictive Clinical Decision Support System Using Machine Learning and Imaging Biomarkers in Patients With Neurostimulation Therapy: A Pilot Study.,2021,https://pubmed.ncbi.nlm.nih.gov/34793655/,DOI -> PMID -> normalized title
R0313,PubMed,pain_ml,41398270,10.1186/s12911-025-03305-z,Predictive machine learning for postoperative pain using biosignals: a retrospective observational study.,2025,https://pubmed.ncbi.nlm.nih.gov/41398270/,DOI -> PMID -> normalized title
R0314,previous evidence map,seed_evidence_map,NR,10.7326/m18-0850,"PRISMA Extension for Scoping Reviews (PRISMA-ScR): Checklist and Explanation / A. C. Tricco, E. Lillie, W. Zarin [et al.]",,https://pubmed.ncbi.nlm.nih.gov/30178033/,DOI -> PMID -> normalized title
R0315,previous evidence map,seed_evidence_map,33499930,10.1186/s13643-020-01542-z,"PRISMA-S: an extension to the PRISMA Statement for Reporting Literature Searches in Systematic Reviews / M. L. Rethlefsen, S. Kirtley, S. Waffenschmidt [et al.]",,https://doi.org/10.1186/s13643-020-01542-z,DOI -> PMID -> normalized title
R0316,previous evidence map,seed_evidence_map,40127903,10.1136/bmj-2024-082505,"PROBAST+AI: an updated quality, risk of bias, and applicability assessment tool for prediction models using regression or artificial intelligence methods / K. G. M. Moons, J. A. A. Damen, T. Kaul [et al.]",,https://pubmed.ncbi.nlm.nih.gov/40127903/,DOI -> PMID -> normalized title
R0317,PubMed,pain_ml,32609091,10.2196/17783,Prospective Study Evaluating a Pain Assessment Tool in a Postoperative Environment: Protocol for Algorithm Testing and Enhancement.,2020,https://pubmed.ncbi.nlm.nih.gov/32609091/,DOI -> PMID -> normalized title
R0318,PubMed,pain_ml,28952933,10.1109/tbme.2017.2756870,Quantifying and Characterizing Tonic Thermal Pain Across Subjects From EEG Data Using Random Forest Models.,2017,https://pubmed.ncbi.nlm.nih.gov/28952933/,DOI -> PMID -> normalized title
R0319,previous evidence map,seed_evidence_map,28195170,10.1038/ncomms14211,"Quantifying cerebral contributions to pain beyond nociception / C.-W. Woo, L. Schmidt, A. Krishnan [et al.]",,https://doi.org/10.1038/ncomms14211,DOI -> PMID -> normalized title
R0320,PubMed,pain_ml,39286765,10.1016/j.ynpai.2024.100164,Quantitative orbital tightening for pain assessment using machine learning with DeepLabCut.,2024,https://pubmed.ncbi.nlm.nih.gov/39286765/,DOI -> PMID -> normalized title
R0321,PubMed,datasets,42205768,10.1016/j.dib.2026.112842,Quantitative sensory testing and classical pain model dataset in 127 healthy volunteers.,2026,https://pubmed.ncbi.nlm.nih.gov/42205768/,DOI -> PMID -> normalized title
R0322,PubMed,pain_ml,42220843,10.7759/cureus.107883,Real-Time Estimation of Numerical Rating Scale (NRS) Scores Using Machine Learning-Based Facial Expression Analysis: A Proof-of-Concept Study.,2026,https://pubmed.ncbi.nlm.nih.gov/42220843/,DOI -> PMID -> normalized title
R0323,PubMed; 2026 evidence-map update,2026_update; pain_ml,42197829,10.3390/s26103020,Real-Time Pain Assessment from Electrodermal Activity Using Deep Learning.,2026,https://pubmed.ncbi.nlm.nih.gov/42197829/,DOI -> PMID -> normalized title
R0324,PubMed,scs,40689618,10.1097/spc.0000000000000767,Recent advances and future directions in spinal cord stimulation for chronic pain: a multidisciplinary perspective.,2025,https://pubmed.ncbi.nlm.nih.gov/40689618/,DOI -> PMID -> normalized title
R0325,PubMed,pain_ml,42244836,10.1097/ea9.0000000000000111,Refining multiple artificial intelligence strategies for automatic pain assessment investigations (RUGGI Study): A study protocol.,2026,https://pubmed.ncbi.nlm.nih.gov/42244836/,DOI -> PMID -> normalized title
R0326,PubMed,pain_ml,20172803,10.1109/tbme.2009.2039214,Relevance vector machine learning for neonate pain intensity assessment using digital imaging.,2010,https://pubmed.ncbi.nlm.nih.gov/20172803/,DOI -> PMID -> normalized title
R0327,PubMed,scs,38097809,10.1038/s41551-023-01153-8,Restoration of sensory feedback from the foot and reduction of phantom limb pain via closed-loop spinal cord stimulation.,2024,https://pubmed.ncbi.nlm.nih.gov/38097809/,DOI -> PMID -> normalized title
R0328,PubMed,scs,37976486,NR,"Results From a Prospective, Clinical Study (US-nPower) Evaluating a Miniature Spinal Cord Stimulator for the Management of Chronic, Intractable Pain.",2023,https://pubmed.ncbi.nlm.nih.gov/37976486/,DOI -> PMID -> normalized title
R0329,PubMed,pain_ml,42454002,10.2147/jpr.s617733,"Rethinking Pain Assessment: Subjective Scales, Biomarkers, and Multimodal Integration.",2026,https://pubmed.ncbi.nlm.nih.gov/42454002/,DOI -> PMID -> normalized title
R0330,PubMed,pain_ml,39917118,10.7759/cureus.77074,Role of Artificial Intelligence in the Assessment of Postoperative Pain in the Pediatric Population: A Systematic Review.,2025,https://pubmed.ncbi.nlm.nih.gov/39917118/,DOI -> PMID -> normalized title
R0331,PubMed,scs,41628204,NR,Selecting Neuromodulation Devices For Chronic Pain Conditions: A Narrative Review.,2026,https://pubmed.ncbi.nlm.nih.gov/41628204/,DOI -> PMID -> normalized title
R0332,PubMed,scs,41779995,NR,Simultaneous Closed-Loop Inceptiv Spinal Cord Stimulator and Bladder InterStim Implantation - A Case Report.,2026,https://pubmed.ncbi.nlm.nih.gov/41779995/,DOI -> PMID -> normalized title
R0333,PubMed,scs,35551868,10.1016/j.neurom.2022.04.037,Spinal Cord Stimulation-Naïve Patients vs Patients With Failed Previous Experiences With Standard Spinal Cord Stimulation: Two Distinct Entities or One Population?,2023,https://pubmed.ncbi.nlm.nih.gov/35551868/,DOI -> PMID -> normalized title
R0334,PubMed,scs,35718398,10.1016/j.nec.2022.02.006,Spinal Cord Stimulation: New Waveforms and Technology.,2022,https://pubmed.ncbi.nlm.nih.gov/35718398/,DOI -> PMID -> normalized title
R0335,PubMed,scs,32291559,10.1007/s10143-020-01299-y,Spinal cord stimulation programming: a crash course.,2021,https://pubmed.ncbi.nlm.nih.gov/32291559/,DOI -> PMID -> normalized title
R0336,PubMed,scs,35961888,10.1016/j.neurom.2022.06.006,Spinal Evoked Compound Action Potentials in Rats With Clinically Relevant Stimulation Modalities.,2023,https://pubmed.ncbi.nlm.nih.gov/35961888/,DOI -> PMID -> normalized title
R0337,PubMed,datasets,41448516,10.1016/j.jpain.2025.105645,Standardising socio-demographic data collection in pain research: Introducing consensus recommendations for a minimum dataset.,2026,https://pubmed.ncbi.nlm.nih.gov/41448516/,DOI -> PMID -> normalized title
R0338,PubMed; previous evidence map,pain_ml; seed_evidence_map,39993299,10.2196/53026,Survey on Pain Detection Using Machine Learning Models: Narrative Review.,2025,https://pubmed.ncbi.nlm.nih.gov/39993299/,DOI -> PMID -> normalized title
R0339,PubMed,scs,32023344,10.1093/neuros/nyaa003,"Sustained Long-Term Outcomes With Closed-Loop Spinal Cord Stimulation: 12-Month Results of the Prospective, Multicenter, Open-Label Avalon Study.",2020,https://pubmed.ncbi.nlm.nih.gov/32023344/,DOI -> PMID -> normalized title
R0340,previous evidence map,seed_evidence_map,NR,10.1016/j.jpain.2021.07.011,"Systematic Review of the Effectiveness of Machine Learning Algorithms for Classifying Pain Intensity, Phenotype or Treatment Outcomes Using Electroencephalogram Data / T. Mari, J. Henderson, M. Maden [et al.]",,https://pubmed.ncbi.nlm.nih.gov/34425248/,DOI -> PMID -> normalized title
