record_id,study_id,model_id,ref_no,article_ref_no,doi,pmid,year,synthesis_role,population,pain_type,n_unique_subjects,n_sessions,n_windows,target_name,target_source,target_timing,modality,sensor,sampling_rate,missingness,preprocessing,segmentation,features,architecture,fusion,split_unit,outer_validation,inner_tuning,external_validation,person_level_validation,clinical_sample,metrics,confidence_intervals,calibration,uncertainty,subgroup_analysis,confounders,data_access,code_access,funding,conflicts,evidence_basis,evidence_url,reviewer_notes
R0278,S-10.2196/23920,M121-01,NR,NR,10.2196/23920,33533723,2021,stimulus_recognition,clinical postoperative,clinical postoperative,100,NR,NR,nociceptive event or stimulus,NR,concurrent or study-defined; exact timing NR,PPG/BVP/cardiorespiratory,PPG/BVP/cardiorespiratory,NR,NR,NR,NR,NR,CNN; deep neural network,NA unimodal or NR,NR,NR,NR,NR,NR,yes,accuracy; AUC; sensitivity; specificity,reported,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7889419/,Single-pass extraction; author verification required
R0280,S-10.1002/pne2.70001,M122-01,NR,NR,10.1002/pne2.70001,40066435,2025,diagnostic_or_prognostic_model,clinical neonatal/infant,clinical neonatal/infant,20,NR,NR,pain-related state,experimental or clinical stimulus/procedure,concurrent or study-defined; exact timing NR,EEG,EEG,NR,NR,NR,NR,NR,gradient boosting,NA unimodal or NR,LOSO/LOPO,LOSO/LOPO,NR,no,yes,yes,AUC; specificity,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11891568/,Single-pass extraction; author verification required
R0282,S-10.3390/biology14020210,M123-01,NR,NR,10.3390/biology14020210,40001978,2025,diagnostic_or_prognostic_model,clinical human,clinical human,NR,NR,NR,pain-related state,NR,concurrent or study-defined; exact timing NR,EEG; face/video,EEG; face/video,NR,NR,NR,NR,NR,CNN; RNN/LSTM; SVM; random forest; deep neural network,multimodal,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11851851/,Single-pass extraction; author verification required
R0284,S-10.1038/s41746-023-00892-x,M035-01,35,38,10.1038/s41746-023-00892-x,37582839,2023,scs_prediction_or_longitudinal,SCS chronic pain,SCS chronic pain,15,NR,NR,longitudinal self-reported pain,participant self-report,concurrent or study-defined; exact timing NR,wearable activity + NRS/PRO,wearable activity + NRS/PRO,NR,NR,NR,NR,NR,NR,NA unimodal or NR,subject-level NR,subject-level NR,NR,no,yes,yes,NR,NR,NR,NR,NR,"20 recruited, 15 modeled; separation unclear",closed,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427619/,"20 recruited, 15 modeled; separation unclear"
R0286,S-10.3390/s24196298,M124-01,NR,NR,10.3390/s24196298,39409338,2024,diagnostic_or_prognostic_model,clinical dementia,clinical dementia,18,NR,NR,pain-related state,NR,concurrent or study-defined; exact timing NR,EDA/SP,EDA/SP,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NR,NR,NR,NR,NR,yes,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11478472/,Single-pass extraction; author verification required
R0288,S-10.2196/25258,M125-01,NR,NR,10.2196/25258,33949957,2021,diagnostic_or_prognostic_model,clinical postoperative,clinical postoperative,25,NR,NR,reported or annotated pain intensity,participant self-report,concurrent or study-defined; exact timing NR,EDA/SP; movement/IMU,EDA/SP; movement/IMU,NR,NR,NR,NR,NR,random forest,multimodal,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8135033/,Single-pass extraction; author verification required
R0291,S-10.1371/journal.pone.0232412,M126-01,NR,NR,10.1371/journal.pone.0232412,32822348,2020,diagnostic_or_prognostic_model,human population NR,human population NR,NR,NR,NR,reported or annotated pain intensity,NR,concurrent or study-defined; exact timing NR,face/video,face/video,NR,NR,NR,NR,NR,CNN; deep neural network,NA unimodal or NR,NR,NR,NR,NR,NR,no,NR,NR,NR,NR,NR,NR,open or publicly downloadable,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7444520/,Single-pass extraction; author verification required
R0292,S-10.1371/journal.pone.0140330,M024-01,24,24,10.1371/journal.pone.0140330,26474183,2015,stimulus_recognition,acute healthy,acute healthy,90,NR,NR,stimulus-derived pain intensity,participant self-report,concurrent or study-defined; exact timing NR,biopotential features,biopotential features,NR,NR,NR,NR,NR,SVM,NA unimodal or NR,window-level,window-level,NR,no,no,no,NR,NR,no,no,NR,Window-level leakage risk,features open,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC4608770/,Window-level leakage risk
R0293,S-10.3390/diagnostics15182362,M127-01,NR,NR,10.3390/diagnostics15182362,41008735,2025,diagnostic_or_prognostic_model,clinical human,clinical human,NR,NR,NR,reported or annotated pain intensity,participant self-report,concurrent or study-defined; exact timing NR,speech/audio,speech/audio,NR,NR,NR,NR,NR,deep neural network,NA unimodal or NR,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12468818/,Single-pass extraction; author verification required
R0295,S-10.2196/25079,M128-01,NR,NR,10.2196/25079,34047710,2021,diagnostic_or_prognostic_model,clinical postoperative,clinical postoperative,25,NR,NR,reported or annotated pain intensity,participant self-report,concurrent or study-defined; exact timing NR,ECG; PPG/BVP/cardiorespiratory,ECG; PPG/BVP/cardiorespiratory,NR,NR,NR,NR,NR,SVM,multimodal,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8196363/,Single-pass extraction; author verification required
R0296,S-10.1109/fg.2011.5771462,M018-01,18,18,10.1109/fg.2011.5771462,NR,2011,dataset_descriptor,clinical shoulder pain,clinical shoulder pain,25,NR,NR,FACS/PSPI,NR,concurrent or study-defined; exact timing NR,face video,face video,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NA descriptor,NA descriptor,NR,NA,NR,yes,NR,NR,NA,NA,NR,UNBC; 200 sequences,request/EULA,NR,NR,NR,curated evidence map and available report,https://doi.org/10.1109/fg.2011.5771462,UNBC; 200 sequences
R0298,S-10.1371/journal.pdig.0001442,M129-01,NR,NR,10.1371/journal.pdig.0001442,42189831,2026,diagnostic_or_prognostic_model,clinical intensive care,clinical intensive care,2847,NR,NR,pain-related state,participant self-report,concurrent or study-defined; exact timing NR,NR,NR,NR,NR,NR,NR,NR,CNN; transformer; deep neural network,NA unimodal or NR,independent cohort or cross-dataset evaluation,independent cohort or cross-dataset evaluation,NR,yes,yes,yes,accuracy; agreement/ICC,NR,NR,NR,NR,NR,open or publicly downloadable,open,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13210372/,Single-pass extraction; author verification required
R0302,S-10.1371/journal.pone.0354510,M130-01,NR,NR,10.1371/journal.pone.0354510,42636251,2026,diagnostic_or_prognostic_model,clinical human,clinical human,51,NR,NR,pain-related state,NR,concurrent or study-defined; exact timing NR,EEG; movement/IMU,EEG; movement/IMU,NR,NR,NR,NR,NR,gradient boosting,multimodal,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13502692/,Single-pass extraction; author verification required
R0303,S-10.3390/s22218087,M131-01,NR,NR,10.3390/s22218087,36365785,2022,diagnostic_or_prognostic_model,human population NR,human population NR,29,NR,NR,reported or annotated pain intensity,NR,concurrent or study-defined; exact timing NR,EDA/SP,EDA/SP,NR,NR,NR,NR,NR,RNN/LSTM; gradient boosting; deep neural network,NA unimodal or NR,NR,NR,NR,NR,NR,no,AUC; F1,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9654781/,Single-pass extraction; author verification required
R0304,S-10.3390/s25072086,M132-01,NR,NR,10.3390/s25072086,40218599,2025,diagnostic_or_prognostic_model,clinical chronic pain,clinical chronic pain,NR,NR,NR,reported or annotated pain intensity,participant self-report,concurrent or study-defined; exact timing NR,PPG/BVP/cardiorespiratory; EMG,PPG/BVP/cardiorespiratory; EMG,NR,NR,NR,NR,NR,NR,multimodal,NR,NR,NR,NR,NR,yes,sensitivity,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC11991361/,Single-pass extraction; author verification required
R0309,S-10.1002/ejp.70313,M133-01,NR,NR,10.1002/ejp.70313,42377977,2026,diagnostic_or_prognostic_model,experimental human,experimental human,36,NR,NR,reported or annotated pain intensity,experimental or clinical stimulus/procedure,concurrent or study-defined; exact timing NR,EEG,EEG,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NR,NR,NR,NR,NR,no,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13317760/,Single-pass extraction; author verification required
R0313,S-10.1186/s12911-025-03305-z,M134-01,NR,NR,10.1186/s12911-025-03305-z,41398270,2025,diagnostic_or_prognostic_model,"24,211 postoperative patients in two hospital cohorts",clinical postoperative pain,24211,NR,NR,pain-related state,NR,concurrent or study-defined; exact timing NR,ECG; PPG/BVP/cardiorespiratory,ECG; PPG/BVP/cardiorespiratory,NR,NR,NR,NR,NR,SVM; random forest; gradient boosting; logistic regression,multimodal,external cohort/dataset,external cohort/dataset,NR,yes,yes,yes,accuracy; AUC,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC12822141/,"Total N is 21,855 development-centre patients plus 2,356 external-centre patients"
R0318,S-10.1109/tbme.2017.2756870,M151-01,NR,NR,10.1109/tbme.2017.2756870,28952933,2017,diagnostic_or_prognostic_model,clinical chronic pain,clinical chronic pain,NR,NR,NR,pain-related state,participant self-report,concurrent or study-defined; exact timing NR,EEG,EEG,NR,NR,NR,NR,NR,random forest,NA unimodal or NR,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC5718188/,Single-pass extraction; author verification required
R0319,S-10.1038/ncomms14211,M045-01,45,33,10.1038/ncomms14211,28195170,2017,diagnostic_or_prognostic_model,acute healthy,acute healthy,NR,NR,NR,pain beyond nociception,NR,concurrent or study-defined; exact timing NR,fMRI,fMRI,NR,NR,NR,NR,NR,NR,NA unimodal or NR,independent cohorts,independent cohorts,NR,yes,yes,no,NR,NR,no,no,NR,Cerebral contribution beyond nociception,controlled access,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC5316889/,Cerebral contribution beyond nociception
R0321,S-10.1016/j.dib.2026.112842,M136-01,NR,NR,10.1016/j.dib.2026.112842,42205768,2026,dataset_descriptor,clinical chronic pain,clinical chronic pain,127,NR,NR,pain-related state,experimental or clinical stimulus/procedure,concurrent or study-defined; exact timing NR,NR,NR,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NR,NR,NR,NR,NR,yes,sensitivity,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13208079/,Single-pass extraction; author verification required
R0323,S-10.3390/s26103020,M056-01,56,46,10.3390/s26103020,42197829,2026,diagnostic_or_prognostic_model,acute healthy,acute healthy,NR,NR,NR,pain state,reported in PubMed abstract/full text,concurrent or study-defined; exact timing NR,EDA,EDA,NR,NR,NR,NR,NR,deep neural network,NA unimodal or NR,subject-level NR,subject-level NR,NR,no,yes,no,accuracy,NR,NR,NR,NR,EDA remains nonspecific,open article,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC13211154/,Real-Time Pain Assessment from Electrodermal Activity Using Deep Learning. EDA remains nonspecific
R0326,S-10.1109/tbme.2009.2039214,M152-01,NR,NR,10.1109/tbme.2009.2039214,20172803,2010,diagnostic_or_prognostic_model,clinical neonatal/infant,clinical neonatal/infant,NR,NR,NR,reported or annotated pain intensity,NR,concurrent or study-defined; exact timing NR,face/video,face/video,NR,NR,NR,NR,NR,SVM,NA unimodal or NR,NR,NR,NR,NR,NR,yes,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC3103750/,Single-pass extraction; author verification required
R0339,S-10.1093/neuros/nyaa003,M137-01,NR,NR,10.1093/neuros/nyaa003,32023344,2020,scs_technical_control,SCS chronic pain,SCS chronic pain,NR,NR,NR,ECAP/recruitment,recorded evoked neural response,concurrent or study-defined; exact timing NR,ECAP,ECAP,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NR,NR,NR,NR,NR,yes,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC8184296/,Single-pass extraction; author verification required
R0341,S-10.1038/s41597-025-04733-2,M017-01,17,17,10.1038/s41597-025-04733-2,40210645,2025,dataset_descriptor,acute healthy,acute healthy,51,NR,NR,self-report 1-10,NR,concurrent or study-defined; exact timing NR,speech/audio,speech/audio,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NA descriptor,NA descriptor,NR,NA,NR,no,NR,NR,NA,NA,NR,"TAME; 7039 utterances, lexical leakage must be controlled",restricted DUA,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC11985987/,"TAME; 7039 utterances, lexical leakage must be controlled"
R0346,S-10.1109/taffc.2015.2462830,M019-01,19,19,10.1109/taffc.2015.2462830,30906508,2016,dataset_descriptor,chronic low-back pain + controls,chronic low-back pain + controls,30,NR,NR,protective behavior,NR,concurrent or study-defined; exact timing NR,"IMU, EMG, video","IMU, EMG, video",NR,NR,NR,NR,NR,NR,NA unimodal or NR,NA descriptor,NA descriptor,NR,NA,NR,no,NR,NR,NA,NA,NR,EmoPain movement subset,request,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC6430129/,EmoPain movement subset
R0347,S-10.1109/cybconf.2013.6617456,M013-01,13,13,10.1109/cybconf.2013.6617456,NR,2013,dataset_descriptor,acute healthy,acute healthy,87,NR,NR,stimulus class,NR,concurrent or study-defined; exact timing NR,"EDA, ECG, EMG, video","EDA, ECG, EMG, video",NR,NR,NR,NR,NR,NR,NA unimodal or NR,NA descriptor,NA descriptor,NR,NA,NR,no,NR,NR,NA,NA,NR,BioVid Part A; extracted features report 85 subjects,features open; raw request,NR,NR,NR,curated evidence map and available report,https://doi.org/10.1109/cybconf.2013.6617456,BioVid Part A; extracted features report 85 subjects
R0348,S-10.2196/41992,M138-01,NR,NR,10.2196/41992,36780223,2023,diagnostic_or_prognostic_model,clinical neonatal/infant,clinical neonatal/infant,NR,NR,NR,pain-related state,participant self-report,concurrent or study-defined; exact timing NR,face/video,face/video,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NR,NR,NR,NR,NR,yes,accuracy; AUC,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9972204/,Single-pass extraction; author verification required
R0351,S-10.1109/taffc.2024.3390837,M020-01,20,20,10.1109/taffc.2024.3390837,NR,2025,dataset_descriptor,chronic pain + controls,chronic pain + controls,18,NR,NR,pain/worry/confidence and activity,NR,concurrent or study-defined; exact timing NR,IMU,IMU,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NA descriptor,NA descriptor,NR,NA,NR,no,NR,NR,NA,NA,NR,EmoPain@Home; 9+9 participants,request,NR,NR,NR,curated evidence map and available report,https://doi.org/10.1109/taffc.2024.3390837,EmoPain@Home; 9+9 participants
R0352,S-10.3389/fnins.2021.673998,M047-01,47,39,10.3389/fnins.2021.673998,34335157,2021,scs_technical_control,SCS chronic pain,SCS chronic pain,14,NR,NR,perception/discomfort threshold,NR,concurrent or study-defined; exact timing NR,ECAP,ECAP,NR,NR,NR,NR,NR,NR,NA unimodal or NR,patient-level association,patient-level association,NR,no,yes,yes,NR,NR,NA,NA,NR,Perception is not analgesia,closed,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC8320888/,Perception is not analgesia
R0363,S-10.3390/diagnostics16091346,M139-01,NR,NR,10.3390/diagnostics16091346,42122048,2026,diagnostic_or_prognostic_model,clinical human,clinical human,NR,NR,NR,reported or annotated pain intensity,NR,concurrent or study-defined; exact timing NR,face/video,face/video,NR,NR,NR,NR,NR,deep neural network,NA unimodal or NR,NR,NR,NR,NR,NR,yes,accuracy; sensitivity; specificity; F1,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC13163485/,Single-pass extraction; author verification required
R0368,S-10.3389/fphys.2023.1294577,M043-01,43,30,10.3389/fphys.2023.1294577,38124717,2023,stimulus_recognition,acute healthy,acute healthy,87,NR,NR,stimulus class,participant self-report,concurrent or study-defined; exact timing NR,physiological signals,physiological signals,NR,NR,NR,NR,NR,transformer; deep neural network,NA unimodal or NR,subject-level NR,subject-level NR,NR,no,yes,no,NR,NR,no,no,NR,Transformer baseline on BioVid,request,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC10730685/,Transformer baseline on BioVid
R0370,S-10.3390/s20030839,M140-01,NR,NR,10.3390/s20030839,32033240,2020,diagnostic_or_prognostic_model,human population NR,human population NR,NR,NR,NR,pain-related state,NR,concurrent or study-defined; exact timing NR,face/video; movement/IMU,face/video; movement/IMU,NR,NR,NR,NR,NR,CNN; RNN/LSTM; deep neural network,multimodal,NR,NR,NR,NR,NR,no,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC7038688/,Single-pass extraction; author verification required
R0371,S-10.1371/journal.pone.0307970,M029-01,29,29,10.1371/journal.pone.0307970,39088473,2024,diagnostic_or_prognostic_model,acute healthy,acute healthy,87,NR,NR,pain intensity,NR,concurrent or study-defined; exact timing NR,physiological signals,physiological signals,NR,NR,NR,NR,NR,deep neural network,NA unimodal or NR,subject-level NR,subject-level NR,NR,no,yes,no,NR,NR,no,yes,NR,Prediction intervals on BioVid,request,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC11293669/,Prediction intervals on BioVid
R0373,S-10.2196/13671,M141-01,NR,NR,10.2196/13671,31789599,2019,diagnostic_or_prognostic_model,clinical chronic pain,clinical chronic pain,NR,NR,NR,reported or annotated pain intensity,participant self-report,concurrent or study-defined; exact timing NR,PPG/BVP/cardiorespiratory,PPG/BVP/cardiorespiratory,NR,NR,NR,NR,NR,SVM,NA unimodal or NR,NR,NR,NR,NR,NR,yes,RMSE; correlation,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6915456/,Single-pass extraction; author verification required
R0378,S-10.3390/s23031443,M142-01,NR,NR,10.3390/s23031443,36772482,2023,diagnostic_or_prognostic_model,clinical human,clinical human,NR,NR,NR,pain-related state,NR,concurrent or study-defined; exact timing NR,ECG; movement/IMU,ECG; movement/IMU,NR,NR,NR,NR,NR,random forest,multimodal,NR,NR,NR,NR,NR,yes,accuracy,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC9919606/,Single-pass extraction; author verification required
R0379,S-10.3390/diagnostics13162661,M143-01,NR,NR,10.3390/diagnostics13162661,37627921,2023,descriptive_validation,clinical intensive care,clinical intensive care,598,NR,NR,pain-related state,observer or clinical scale,concurrent or study-defined; exact timing NR,face/video,face/video,NR,NR,NR,NR,NR,NR,NA unimodal or NR,NR,NR,NR,NR,NR,yes,accuracy; correlation; agreement/ICC,NR,NR,NR,NR,NR,NR,NR,NR,NR,PubMed record and PMC full text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10453072/,Single-pass extraction; author verification required
R0381,S-10.1016/j.dib.2026.113131,M016-01,16,16,10.1016/j.dib.2026.113131,42621863,2026,dataset_descriptor,pediatric rheumatology,pediatric rheumatology,42,NR,NR,Wong-Baker score,NR,concurrent or study-defined; exact timing NR,"EDA, BVP, temperature, activity","EDA, BVP, temperature, activity",NR,NR,NR,NR,NR,NR,NA unimodal or NR,NA descriptor,NA descriptor,NR,NA,NR,yes,NR,NR,NA,NA,NR,RheumaPain; activity is a major confounder,open,NR,NR,NR,curated evidence map and available report,https://pmc.ncbi.nlm.nih.gov/articles/PMC13487592/,RheumaPain; activity is a major confounder
